STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
74,2023-01-04,04:07:00,2023,January,Wednesday,Based on Radio Run,APP,POM,871,SGT,871,1,S,1,ROBBERY,22,1,1,1,0,0,1,1,0,0,0,1,1,CALM,20.0,MALE,BLACK,5.7,140.0,THN,ZZZ,XXX,60,C,STILLWELL AVE && SURF AVE,STILLWELL AVE,989462.0,149596.0,PBBS,BROOKLYN
75,2023-01-04,04:07:00,2023,January,Wednesday,Based on Radio Run,APP,POM,871,SGT,871,1,S,1,ROBBERY,22,1,1,1,0,0,1,1,0,0,0,1,1,CALM,22.0,MALE,WHITE HISPANIC,5.7,130.0,THN,ZZZ,XXX,60,C,STILLWELL AVE && SURF AVE,STILLWELL AVE,989462.0,149596.0,PBBS,BROOKLYN
76,2023-01-03,19:19:00,2023,January,Tuesday,Based on Radio Run,APP,POM,81,SGT,81,1,O,0,CPW,6,1,0,0,0,1,1,1,0,0,0,0,1,EMOTIONAL,30.0,MALE,BLACK,5.7,150.0,THN,BRO,XXX,81,D,1841 FULTON ST,FULTON ST,1005299.0,186890.0,PBBN,BROOKLYN
77,2023-01-03,22:45:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,81,SGT,81,1,O,0,CPW,6,0,0,0,0,1,1,0,0,0,0,0,1,UPSET,16.0,MALE,BLACK,5.8,150.0,THN,BRO,XXX,81,D,1890 FULTON ST,FULTON ST,1005408.0,186613.0,PBBN,BROOKLYN
78,2023-01-03,19:54:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,803,SSA,803,1,O,1,CPW,12,1,0,0,0,1,0,1,0,0,0,0,1,NERVOUS SHAKING,26.0,MALE,BLACK,6.2,180.0,THN,BRO,BLK,84,B,202 YORK ST,YORK ST,989086.0,194710.0,PBBN,BROOKLYN
79,2023-01-03,18:38:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,803,SGT,803,1,O,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,NERVOUS DEFENSIVE,20.0,MALE,WHITE HISPANIC,5.7,160.0,MED,BRO,XXX,90,C,155 SEIGEL ST,SEIGEL ST,1000829.0,196062.0,PBBN,BROOKLYN
80,2023-01-03,17:27:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,101,SGT,101,1,O,1,CPW,1,0,0,1,0,1,0,1,0,0,0,1,1,NERVOUS,27.75,MALE,BLACK,5.64,165.72,THN,BRO,BLK,101,A,BEACH 21 ST && MOTT AVE,BEACH 21 ST,1052687.0,159633.0,PBQS,QUEENS
81,2023-01-03,09:09:00,2023,January,Tuesday,Based on Radio Run,APP,LT,104,LT,104,0,I,2,ASSAULT,13,1,0,0,0,1,0,0,0,0,0,0,1,CALM COMPLIANT,17.0,MALE,WHITE HISPANIC,5.1,155.0,THN,BRO,BLK,104,C,54-40 74 ST,74 ST,1015423.0,204996.0,PBQN,QUEENS
82,2023-01-04,04:45:00,2023,January,Wednesday,Based on C/W on Scene,APP,POM,110,SGT,110,1,O,0,ROBBERY,2,1,0,0,0,1,0,0,0,0,0,0,1,CONFUSED,31.0,MALE,WHITE HISPANIC,5.5,150.0,THN,BLU,BLK,110,B,40-52 JUNCTION BLVD,JUNCTION BLVD,1020606.0,211742.0,PBQN,QUEENS
83,2023-01-05,09:05:00,2023,January,Thursday,Based on Radio Run,APP,POM,865,LT,865,1,S,5,ASSAULT,10,1,0,0,0,1,0,0,0,0,0,0,1,UPSET,16.0,MALE,BLACK,5.9,130.0,THN,BRO,BLK,49,C,ALLERTON AVE && WHITE PLAINS RD,ALLERTON AVE,1020939.0,254616.0,PBBX,BRONX
84,2023-01-02,17:28:00,2023,January,Monday,Based on Radio Run,APP,POM,81,SGT,81,1,O,1,BURGLARY,3,1,0,1,0,1,0,1,0,0,0,0,1,CALM,40.0,MALE,BLACK,5.7,175.0,MED,BRO,BLK,81,A,4 MALCOLM X BLVD,MALCOLM X BLVD,1003260.0,192202.0,PBBN,BROOKLYN
85,2023-01-04,01:38:00,2023,January,Wednesday,Based on Radio Run,APP,POF,113,LT,113,1,O,2,MENACING,2,1,0,1,0,1,1,1,0,0,0,0,1,CALM,43.0,MALE,BLACK,5.64,170.0,THN,BLK,BLK,113,B,137 AVE && 166 PL,137 AVE,1047020.0,184238.0,PBQS,QUEENS
86,2023-01-03,21:03:00,2023,January,Tuesday,Based on Radio Run,APP,POM,5,LT,5,1,O,1,ROBBERY,1,0,0,1,0,1,1,1,0,0,0,1,1,COMPLIANT,22.0,MALE,BLACK,6.2,145.0,THN,BRO,BLK,5,A,MARKET SLIP && CHERRY ST,MARKET SLIP,985874.0,198152.0,PBMS,MANHATTAN
87,2023-01-05,12:10:00,2023,January,Thursday,Based on Radio Run,APP,POM,33,LT,162,1,O,0,MENACING,10,1,0,0,0,1,0,0,0,0,0,0,1,CALM,29.0,MALE,BLACK HISPANIC,5.9,280.0,HEA,BRO,BLK,33,D,FORT WASHINGTON AVE && W 175 ST,FORT WASHINGTON AVE,1000833.0,247693.0,PBMN,MANHATTAN
88,2023-01-03,01:00:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,40,SGT,40,1,O,1,CPW,1,0,0,1,0,1,0,0,0,0,0,1,1,NERVOUS,14.0,MALE,BLACK HISPANIC,5.5,160.0,MED,BRO,BLK,40,D,JACKSON AVE && E 149 ST,JACKSON AVE,1009419.0,235573.0,PBBX,BRONX
89,2023-01-01,03:16:00,2023,January,Sunday,Based on Self Initiated,APP,POM,46,SSA,46,1,O,2,CPW,1,1,0,0,0,1,1,0,0,0,0,1,1,NERVOUS,15.0,MALE,WHITE HISPANIC,5.3,120.0,THN,BRO,XXX,46,D,W BURNSIDE AVE && HARRISON AVE,W BURNSIDE AVE,1009127.0,250597.0,PBBX,BRONX
90,2023-01-03,19:00:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SSA,46,1,O,2,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,AGGRESIVE,18.0,MALE,BLACK,5.8,170.0,MED,BRO,BLK,46,D,BUCHANAN PL && DAVIDSON AVE,BUCHANAN PL,1010456.0,251901.0,PBBX,BRONX
91,2023-01-05,12:12:00,2023,January,Thursday,Based on Self Initiated,APP,POM,60,SGT,60,1,O,5,CPW,8,1,0,0,0,1,1,0,0,0,0,0,1,NORMAL,42.0,MALE,WHITE,6.4,270.0,MED,BRO,BLK,60,C,SURF AVE && W 5 ST,SURF AVE,991650.0,148683.0,PBBS,BROOKLYN
92,2023-01-04,15:47:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,78,LT,78,1,O,10,GRAND LARCENY AUTO,6,1,0,0,0,1,0,0,0,0,0,0,1,APPARENTLY NORMAL,44.0,MALE,WHITE HISPANIC,5.9,160.0,THN,BRO,BLK,78,A,3 AVE && 3 ST,3 AVE,987578.0,185225.0,PBBS,BROOKLYN
93,2023-01-03,21:44:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,83,SGT,83,1,O,6,CPW,3,1,0,0,0,1,0,0,0,1,0,0,1,CALM,25.0,MALE,BLACK HISPANIC,5.9,170.0,THN,BRO,XXX,83,A,COOPER ST && KNICKERBOCKER AVE,COOPER ST,1010778.0,190981.0,PBBN,BROOKLYN
94,2023-01-02,11:41:00,2023,January,Monday,Based on C/W on Scene,APP,POM,104,LT,104,1,I,1,PETIT LARCENY,18,1,0,1,0,1,0,1,0,0,0,0,1,CALM,28.0,MALE,BLACK,5.11,130.0,THN,BRO,BLK,104,B,55-60 MYRTLE AVE,MYRTLE AVE,1010207.0,194314.0,PBQN,QUEENS
95,2023-01-04,13:36:00,2023,January,Wednesday,Based on Radio Run,APP,POM,108,LT,108,0,O,1,PETIT LARCENY,8,0,0,1,0,1,0,1,0,0,0,0,1,CALM,39.0,MALE,BLACK HISPANIC,5.9,180.0,THN,BRO,BLK,108,C,QUEENS BLVD && 47 ST,QUEENS BLVD,1007041.0,209999.0,PBQN,QUEENS
96,2023-01-03,23:30:00,2023,January,Tuesday,Based on Radio Run,APP,POM,23,SGT,23,1,O,3,ROBBERY,5,1,1,0,0,1,1,0,0,0,0,0,1,CALM,21.0,MALE,BLACK,5.7,155.0,MED,BLK,BLK,23,B,E 106 ST && LEXINGTON AVE,E 106 ST,999125.0,227918.0,PBMN,MANHATTAN
97,2023-01-03,23:30:00,2023,January,Tuesday,Based on Radio Run,APP,POM,23,SGT,23,1,O,3,ROBBERY,5,1,1,0,0,1,1,0,0,0,0,0,1,CALM,21.0,MALE,BLACK,5.1,200.0,THN,BLK,BLK,23,B,E 106 ST && LEXINGTON AVE,E 106 ST,999125.0,227918.0,PBMN,MANHATTAN
98,2023-01-04,21:53:00,2023,January,Wednesday,Based on Radio Run,APP,POM,807,SGT,807,1,S,1,MENACING,23,1,0,1,0,1,1,1,1,1,0,1,1,CALM,36.0,MALE,BLACK HISPANIC,5.1,180.0,MED,BRO,BLK,40,D,E 152 ST && WESTCHESTER AVE,E 152 ST,1009768.0,236759.0,PBBX,BRONX
99,2023-01-04,14:37:00,2023,January,Wednesday,Based on C/W on Scene,APP,POM,45,SGT,45,1,O,5,MENACING,10,1,1,0,0,1,1,0,1,1,0,0,1,UPSET,27.75,MALE,BLACK HISPANIC,5.8,165.72,THN,BRO,BLK,45,B,SEDDON ST && FULLER ST,SEDDON ST,1025522.0,246082.0,PBBX,BRONX
100,2023-01-04,22:32:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,46,SGT,46,0,I,1,CPW,3,1,0,0,0,1,1,0,0,0,0,0,1,PASSIVE AGGRESIVE,27.75,MALE,BLACK,5.1,190.0,THN,BLK,BLK,46,C,111 E BURNSIDE AVE,E BURNSIDE AVE,1010516.0,250091.0,PBBX,BRONX
101,2023-01-04,21:29:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,CALM,40.0,MALE,WHITE HISPANIC,5.8,180.0,MED,BLK,BLK,46,A,1763 TOWNSEND AVE,TOWNSEND AVE,1008771.0,248117.0,PBBX,BRONX
102,2023-01-05,00:15:00,2023,January,Thursday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,3,1,0,0,0,1,1,0,0,0,0,0,1,CALM,39.0,MALE,BLACK,6.1,220.0,MED,BRO,BLK,46,D,1530 UNIVERSITY AVE,UNIVERSITY AVE,1005924.0,247411.0,PBBX,BRONX
103,2023-01-05,00:22:00,2023,January,Thursday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,CALM,19.0,MALE,BLACK HISPANIC,5.6,130.0,THN,BRO,BLK,46,A,E TREMONT AVE && JEROME AVE,E TREMONT AVE,1009365.0,249625.0,PBBX,BRONX
104,2023-01-05,17:56:00,2023,January,Thursday,Based on Self Initiated,APP,POM,803,SGT,803,1,O,1,CPW,5,1,0,0,0,1,1,0,0,0,0,0,1,CALM,13.0,MALE,BLACK,5.3,130.0,THN,BRO,BLK,90,C,140 MOORE ST,MOORE ST,1000971.0,195597.0,PBBN,BROOKLYN
105,2023-01-04,18:13:00,2023,January,Wednesday,Based on Radio Run,APP,POM,112,SGT,112,1,O,2,PETIT LARCENY,13,1,0,1,0,1,0,1,0,0,0,0,1,RUNING,18.0,MALE,BLACK,5.11,170.0,MED,BLK,BLK,112,A,QUEENS BLVD && 69 RD,QUEENS BLVD,1026301.0,202859.0,PBQN,QUEENS
106,2023-01-04,18:13:00,2023,January,Wednesday,Based on Radio Run,APP,POM,112,SGT,112,1,O,1,PETIT LARCENY,13,1,0,0,0,1,0,1,0,0,0,0,1,RUNNING,16.0,MALE,BLACK,5.6,130.0,THN,BLK,BLK,112,A,QUEENS BLVD && 69 RD,QUEENS BLVD,1026301.0,202859.0,PBQN,QUEENS
107,2023-01-03,16:34:00,2023,January,Tuesday,Based on Radio Run,APP,POM,120,LT,120,0,I,3,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,AGITATED,22.0,MALE,BLACK,5.8,170.0,THN,BRO,BLK,120,B,376 JERSEY ST,JERSEY ST,959902.0,172207.0,PBSI,STATEN ISLAND
108,2023-01-05,17:00:00,2023,January,Thursday,Based on Radio Run,APP,POM,120,LT,120,1,O,1,ROBBERY,5,1,0,1,0,1,0,1,1,1,1,0,1,CALM,30.0,MALE,BLACK,6.0,170.0,THN,BRO,BLK,120,B,298 ST MARKS PL,ST MARKS PL,962402.0,173367.0,PBSI,STATEN ISLAND
109,2023-01-01,20:30:00,2023,January,Sunday,Based on Radio Run,APP,POM,123,SGT,123,1,O,0,PETIT LARCENY,15,1,0,0,0,1,0,0,0,0,0,0,1,CALM,27.75,MALE,BLACK,5.1,150.0,MED,BLK,BLK,123,A,AMBOY RD && MAIN ST,AMBOY RD,915593.0,124832.0,PBSI,STATEN ISLAND
110,2023-01-05,17:09:00,2023,January,Thursday,Based on Self Initiated,APP,POM,40,SGT,40,1,O,1,CPW,1,1,0,1,0,1,1,1,0,0,0,1,1,ANGRY,28.0,MALE,BLACK,5.9,160.0,MED,BLK,BLK,40,B,339 E 138 ST,E 138 ST,1005121.0,234390.0,PBBX,BRONX
111,2023-01-06,00:32:00,2023,January,Friday,Based on Self Initiated,APP,POM,44,SGT,44,1,O,1,CPW,8,1,0,1,0,1,1,1,0,0,0,1,1,NERVOUS,18.0,MALE,WHITE HISPANIC,5.8,120.0,THN,HAZ,BLK,44,C,998 GRANT AVE,GRANT AVE,1007107.0,241368.0,PBBX,BRONX
112,2023-01-05,23:58:00,2023,January,Thursday,Based on Radio Run,APP,POF,60,SGT,60,1,O,0,ASSAULT,4,1,0,1,0,1,1,1,0,0,0,1,1,CALM,27.0,MALE,BLACK HISPANIC,5.5,170.0,THN,BRO,BLD,60,D,2926 W 19 ST,W 19 ST,988185.0,149170.0,PBBS,BROOKLYN
113,2023-01-04,19:32:00,2023,January,Wednesday,Based on Radio Run,APP,POM,802,SGT,802,1,I,1,ROBBERY,8,1,0,1,0,1,0,1,0,0,1,0,1,CALM,43.0,MALE,WHITE HISPANIC,5.1,160.0,THN,BRO,BRO,75,B,545 DUMONT AVE,DUMONT AVE,1012370.0,181858.0,PBBN,BROOKLYN
114,2023-01-05,01:41:00,2023,January,Thursday,Based on Radio Run,APP,POM,114,SGT,114,0,O,1,CRIMINAL MISCHIEF,7,1,0,1,0,1,1,1,0,0,0,0,1,UPSET,54.0,MALE,WHITE HISPANIC,5.8,160.0,THN,BRO,GRY,114,C,41-42 24 ST,24 ST,1000597.0,213133.0,PBQN,QUEENS
115,2023-01-05,23:06:00,2023,January,Thursday,Based on C/W on Scene,APP,POM,24,SGT,24,0,O,4,ASSAULT,2,1,1,0,0,1,1,0,0,0,0,0,1,CALM,18.0,MALE,WHITE HISPANIC,5.6,155.0,THN,ZZZ,BLK,24,C,125 W 109 ST,W 109 ST,994541.0,231418.0,PBMN,MANHATTAN
116,2023-01-05,23:05:00,2023,January,Thursday,Based on Radio Run,APP,POM,24,SGT,24,0,O,1,CPW,3,1,1,0,0,1,1,1,0,0,0,0,1,IRRITATED,30.0,MALE,BLACK HISPANIC,5.1,210.0,MED,BRO,BLK,24,C,125 W 109 ST,W 109 ST,994541.0,231418.0,PBMN,MANHATTAN
117,2023-01-01,02:40:00,2023,January,Sunday,Based on Self Initiated,APP,POM,46,LT,46,1,O,1,CPW,7,1,0,0,0,1,1,0,0,0,0,0,1,JOLLY,27.0,MALE,BLACK,5.11,150.0,THN,BRO,BLK,46,C,GRAND CONC && E 188 ST,GRAND CONC,1012537.0,253108.0,PBBX,BRONX
118,2023-01-01,00:10:00,2023,January,Sunday,Based on Self Initiated,APP,POM,46,SSA,46,1,O,2,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,NORMAL,20.0,MALE,BLACK,5.9,170.0,THN,BRO,BLK,46,A,E 179 ST && GRAND CONC,E 179 ST,1010622.0,249371.0,PBBX,BRONX
119,2023-01-01,01:19:00,2023,January,Sunday,Based on Self Initiated,APP,SGT,46,LT,46,1,O,1,CPW,1,1,0,0,0,1,1,0,1,1,0,0,1,COMPLIANT,27.75,MALE,WHITE HISPANIC,5.64,165.72,THN,BRO,BLK,48,C,E TREMONT AVE && WEBSTER AVE,E TREMONT AVE,1011651.0,248133.0,PBBX,BRONX
120,2023-01-05,10:31:00,2023,January,Thursday,Based on Radio Run,APP,POM,83,SGT,83,1,O,0,PETIT LARCENY,13,1,0,0,0,1,0,0,0,0,0,0,1,AGRESSIVE MAD,74.0,FEMALE,BLACK,5.9,120.0,MED,BRO,BRO,83,D,229 KNICKERBOCKER AVE,KNICKERBOCKER AVE,1004897.0,195419.0,PBBN,BROOKLYN
121,2023-01-06,15:57:00,2023,January,Friday,Based on Radio Run,APP,POM,868,SGT,868,1,O,1,GRAND LARCENY,13,1,0,0,0,1,0,1,1,1,0,0,1,COMPLIANT,30.0,MALE,BLACK,6.2,180.0,THN,BRO,XXX,84,C,2 METROTECH CTR,METROTECH CTR,988215.0,191966.0,PBBN,BROOKLYN
122,2023-01-05,22:19:00,2023,January,Thursday,Based on Self Initiated,APP,POM,803,SSA,803,1,O,1,CPW,3,1,0,1,0,1,0,1,0,0,0,1,1,CALM,20.0,MALE,BLACK,5.8,165.0,MED,BRO,BLK,88,C,132 CARLTON AVE,CARLTON AVE,991663.0,192048.0,PBBN,BROOKLYN
123,2023-01-04,20:57:00,2023,January,Wednesday,Based on C/W on Scene,APP,POF,110,LT,110,1,O,1,CPW,15,1,1,0,0,1,1,0,0,0,0,0,1,SURPRISED,26.0,MALE,BLACK,5.11,180.0,MED,BRO,BLK,110,C,96-04 57 AVE,57 AVE,1021764.0,207546.0,PBQN,QUEENS
124,2023-01-04,20:57:00,2023,January,Wednesday,Based on C/W on Scene,APP,POF,110,LT,110,1,O,1,CPW,15,1,1,0,0,1,1,0,0,0,0,0,1,CONFUSED,35.0,FEMALE,WHITE,5.2,120.0,THN,GRN,BRO,110,C,96-04 57 AVE,57 AVE,1021764.0,207546.0,PBQN,QUEENS
125,2023-01-06,09:42:00,2023,January,Friday,Based on Self Initiated,APP,POM,112,SGT,112,0,O,2,GRAND LARCENY,4,1,0,0,0,1,0,1,0,0,0,1,1,ANGRY,27.0,MALE,BLACK,5.8,180.0,THN,BRO,BLK,112,C,92-77 QUEENS BLVD,QUEENS BLVD,1021277.0,206072.0,PBQN,QUEENS
126,2023-01-06,23:05:00,2023,January,Friday,Based on Radio Run,APP,POM,861,SGT,861,1,S,0,ASSAULT,31,1,1,0,0,0,1,1,1,1,0,0,1,CALM,16.0,MALE,BLACK,5.9,150.0,THN,BRO,BLK,14,D,W 34 ST && 8 AVE,W 34 ST,986081.0,213355.0,PBMS,MANHATTAN
127,2023-01-01,21:14:00,2023,January,Sunday,Based on Radio Run,APP,POM,50,SGT,50,0,O,1,ASSAULT,3,1,1,0,0,1,1,1,1,1,0,0,1,NERVOUS,20.0,MALE,BLACK HISPANIC,5.6,160.0,THN,BRO,XXX,50,A,W 197 ST && WEBB AVE,W 197 ST,1011643.0,257093.0,PBBX,BRONX
128,2023-01-01,21:14:00,2023,January,Sunday,Based on Radio Run,APP,POM,50,SGT,50,0,O,1,ASSAULT,5,0,1,0,0,1,1,0,0,0,0,0,1,NERVOUS,19.0,MALE,BLACK,5.6,160.0,THN,BRO,XXX,50,A,WEBB AVE && W 197 ST,WEBB AVE,1011643.0,257093.0,PBBX,BRONX
129,2023-01-04,09:20:00,2023,January,Wednesday,Based on Radio Run,APP,POM,50,SGT,50,0,O,1,PETIT LARCENY,2,1,0,1,0,1,0,1,1,1,1,0,1,SUSPICIOUS,57.0,MALE,BLACK,5.1,195.0,MED,BRO,BLK,50,B,BROADWAY && W 238 ST,BROADWAY,1011722.0,261759.0,PBBX,BRONX
130,2023-01-05,00:27:00,2023,January,Thursday,Based on Radio Run,APP,POM,50,SGT,50,0,I,0,ASSAULT,10,1,0,0,0,1,0,0,0,0,0,0,1,CALM,32.0,MALE,BLACK HISPANIC,5.64,165.72,THN,BRO,BLK,50,A,2701 SEDGWICK AVE,SEDGWICK AVE,1010993.0,256282.0,PBBX,BRONX
131,2023-01-06,08:14:00,2023,January,Friday,Based on Radio Run,APP,POM,50,SGT,50,1,O,1,PETIT LARCENY,1,1,0,1,0,1,0,1,1,1,0,0,1,SUSPICIOUS,42.0,MALE,BLACK,5.1,170.0,THN,BRO,BLK,50,B,BROADWAY && W 238 ST,BROADWAY,1011722.0,261759.0,PBBX,BRONX
132,2023-01-01,06:00:00,2023,January,Sunday,Based on Radio Run,APP,POM,165,SGT,75,0,O,1,ROBBERY,40,1,0,0,1,1,1,1,0,0,0,0,1,CALM,20.0,MALE,BLACK,5.9,175.0,THN,BRO,BLK,75,B,LIVONIA AVE && SCHENCK AVE,LIVONIA AVE,1015685.0,181884.0,PBBN,BROOKLYN
133,2023-01-05,21:54:00,2023,January,Thursday,Based on Radio Run,APP,POF,76,SGT,76,0,O,0,PETIT LARCENY,5,1,0,1,0,1,1,1,0,1,0,0,1,COMPLIANT,45.0,MALE,BLACK,6.3,180.0,MED,BRO,BLK,76,A,COURT ST && PRESIDENT ST,COURT ST,985302.0,187647.0,PBBS,BROOKLYN
134,2023-01-01,20:40:00,2023,January,Sunday,Based on Radio Run,APP,POF,73,SGT,73,1,I,0,PETIT LARCENY,5,1,0,0,0,1,0,0,0,0,0,0,1,CALM,27.75,MALE,BLACK,5.64,165.72,THN,BRO,BLK,77,D,382 RALPH AVE,RALPH AVE,1005865.0,185491.0,PBBN,BROOKLYN
135,2023-01-05,20:56:00,2023,January,Thursday,Based on Self Initiated,APP,POM,803,SSA,803,1,O,1,CPW,8,1,0,0,0,1,0,1,1,0,0,0,1,NERVOUS SCARED,19.0,MALE,WHITE HISPANIC,5.5,155.0,MED,BRO,BLK,79,D,1031 MYRTLE AVE,MYRTLE AVE,1000872.0,193115.0,PBBN,BROOKLYN
136,2023-01-04,00:19:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,81,SGT,81,1,O,2,CPW,9,1,1,0,0,1,1,0,0,0,1,0,1,NERVOUS,23.0,MALE,BLACK,5.7,150.0,THN,BRO,BLK,81,D,UTICA AVE && HERKIMER ST,UTICA AVE,1003718.0,186498.0,PBBN,BROOKLYN
137,2023-01-04,00:19:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,81,SGT,81,1,O,2,CPW,9,1,1,0,0,1,1,0,0,0,1,0,1,UPSET,22.0,MALE,BLACK,6.1,200.0,MED,BRO,BLK,81,D,UTICA AVE && HERKIMER ST,UTICA AVE,1003718.0,186498.0,PBBN,BROOKLYN
138,2023-01-04,00:19:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,81,SGT,81,1,O,2,CPW,9,1,1,0,0,1,1,0,0,0,1,0,1,NERVOUS,21.0,MALE,BLACK,5.7,300.0,HEA,BRO,BLK,81,D,UTICA AVE && HERKIMER ST,UTICA AVE,1003718.0,186498.0,PBBN,BROOKLYN
139,2023-01-04,00:19:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,81,SGT,81,1,O,2,CPW,9,1,1,0,0,1,1,0,0,0,1,0,1,NERVOUS,22.0,MALE,BLACK,5.8,180.0,THN,BRO,BLK,81,D,UTICA AVE && HERKIMER ST,UTICA AVE,1003718.0,186498.0,PBBN,BROOKLYN
140,2023-01-04,20:59:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,81,SGT,81,1,O,1,CPW,1,1,0,1,0,1,1,1,0,0,0,1,1,NERVOUS,20.0,MALE,BLACK,6.1,170.0,THN,BRO,BLK,81,A,HART ST && LEWIS AVE,HART ST,1001625.0,192302.0,PBBN,BROOKLYN
141,2023-01-04,00:19:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,81,SGT,81,1,O,2,CPW,9,1,1,0,0,1,1,0,0,0,1,0,1,NERVOUS,22.0,MALE,BLACK,5.3,150.0,MED,BRO,BLK,81,D,UTICA AVE && HERKIMER ST,UTICA AVE,1003718.0,186498.0,PBBN,BROOKLYN
142,2023-01-03,19:42:00,2023,January,Tuesday,Based on Radio Run,APP,POF,94,SGT,94,1,O,0,CRIMINAL MISCHIEF,9,1,0,1,0,1,0,0,0,0,0,0,1,CALM,30.0,MALE,WHITE,5.9,180.0,MED,BRO,BRO,94,B,238 SKILLMAN AVE,SKILLMAN AVE,1000533.0,200195.0,PBBN,BROOKLYN
143,2023-01-06,19:43:00,2023,January,Friday,Based on Radio Run,APP,POM,110,LT,110,1,O,2,ROBBERY,3,1,0,0,0,1,0,0,0,0,0,0,1,ANNOYED,50.0,MALE,WHITE,5.6,180.0,MED,BRO,XXX,110,A,78 ST && WOODSIDE AVE,78 ST,1015535.0,210238.0,PBQN,QUEENS
144,2023-01-06,19:54:00,2023,January,Friday,Based on Self Initiated,APP,POM,185,LT,185,1,O,5,CPW,22,1,0,0,0,1,1,1,1,1,0,0,1,NERVOUS,32.0,MALE,BLACK,6.1,210.0,MED,BRO,BLK,113,D,193-10 LINDEN BLVD,LINDEN BLVD,1051341.0,191744.0,PBQS,QUEENS
145,2023-01-06,13:36:00,2023,January,Friday,Based on Radio Run,APP,POM,804,SGT,804,1,O,1,CPW,1,0,0,1,0,1,0,1,0,0,0,1,1,ERRATIC,30.0,MALE,BLACK,5.1,160.0,THN,BRO,BLK,7,A,54 RUTGERS ST,RUTGERS ST,987005.0,198531.0,PBMS,MANHATTAN
146,2023-01-05,02:25:00,2023,January,Thursday,Based on Radio Run,APP,POM,18,SGT,18,1,O,1,ROBBERY,15,1,1,0,0,1,1,1,0,0,0,0,1,AGGITATED,42.0,MALE,WHITE HISPANIC,5.4,165.0,MED,BRO,BLD,14,E,8 AVE && W 42 ST,8 AVE,987078.0,215157.0,PBMS,MANHATTAN
147,2023-01-05,02:24:00,2023,January,Thursday,Based on Radio Run,APP,POM,18,SGT,18,1,O,1,ROBBERY,15,1,1,1,0,1,1,1,0,0,0,0,1,NERVOUS,23.0,MALE,BLACK HISPANIC,5.3,180.0,MED,BRO,BLK,14,E,8 AVE && W 42 ST,8 AVE,987078.0,215157.0,PBMS,MANHATTAN
